T,L,E,Ms,Cv,chi_s,U,periodica,intento
0.8,16,-234.52182857142495,0.23591796875,0.7985106938776186,4.07211971609933,0.4646108361565475,False,17
0.7,16,-252.1817142856926,0.37420089285714286,0.3914809350270477,1.3865282634839613,0.641256987405328,False,17
0.6,16,-258.82805714283865,0.37089676339285715,0.2495085713934802,5.725644716066102,0.6100153944100285,False,17
1.4,16,-167.88354285714308,0.06543303571428571,0.21931371405144215,0.22646822977405248,0.3044469537970217,False,16
1.3,16,-172.98074285714318,0.06878627232142857,0.2572833778453723,0.2636720451702314,0.3153351969652928,False,16
1.2,16,-180.38560000000123,0.07447879464285714,0.29191349999999616,0.3623163028805273,0.26597286811259246,False,16
1.1,16,-188.4136571428553,0.08419084821428571,0.34957045748648646,0.4931800136247683,0.27729448548483937,False,16
1.0,16,-199.51234285714264,0.10157087053571429,0.486114092397969,0.802109915098852,0.2836206110453192,False,16
0.9,16,-214.41714285714227,0.13946707589285715,0.6961683358528568,1.7859882878932818,0.26558418600399347,False,16
0.8,16,-233.87359999999882,0.21786049107142857,0.7944384776787049,4.069893292012116,0.4237229722557754,False,16
0.7,16,-251.94291428569073,0.34421595982142855,0.4020230372499815,4.128636317305952,0.6028578958230404,False,16
0.6,16,-259.89251428569753,0.42093136160714284,0.19266010625674174,0.3523628187446922,0.6608784041182003,False,16
1.4,16,-167.26685714285713,0.06471819196428572,0.22073325632549412,0.22171626588693508,0.2966057537930903,False,18
1.3,16,-173.30737142857043,0.06897265625,0.24620301261171257,0.285095062242445,0.26984469215065554,False,18
1.2,16,-180.27617142856985,0.07516238839285715,0.29861099694408944,0.36735235431281876,0.2865625636836171,False,18
1.1,16,-188.95542857142783,0.08675055803571428,0.39266241777706323,0.5062458075573978,0.29530360011417855,False,18
1.0,16,-199.8149714285716,0.10549497767857142,0.4827085887245346,0.8255673462213013,0.29580996197035425,False,18
0.9,16,-214.55531428571342,0.13596205357142857,0.7074112256866009,1.7781171400226765,0.24068829802181824,False,18
0.8,16,-233.78577142856943,0.20344363839285715,0.7321809629902364,4.051463743522801,0.38091481149127837,False,18
0.7,16,-250.57142857140948,0.30461941964285716,0.501119950020587,6.576109593203349,0.5428193114111226,False,18
0.6,16,-258.768114285698,0.37854520089285715,0.27735801573148444,4.746837052375632,0.6189144459884823,False,18
1.4,16,-167.44971428571458,0.06499832589285715,0.21203607286028384,0.22225910344159977,0.31057567259456353,False,19
1.3,16,-173.58057142857245,0.06874497767857143,0.24859813428329064,0.2630845589064952,0.30682325148225364,False,19
1.2,16,-180.6181714285684,0.07800558035714286,0.3032487322491642,0.38858605734481283,0.26235695261172365,False,19
1.1,16,-188.78662857142956,0.08477845982142856,0.3732506034322959,0.49407098438949476,0.2976462223920995,False,19
