T,L,E,Ms,Cv,chi_s,U,periodica,intento
2.5,16,-127.18805714286235,0.04935993303571429,0.09826069656938557,0.06930452139668364,0.3273090603081348,False,27
2.0,16,-141.9383428571471,0.052525111607142856,0.13135541696109954,0.10215343490911993,0.3030322097301822,False,27
1.5,16,-161.90142857142868,0.06150502232142857,0.19362142502833044,0.18255090938562923,0.31311360719057735,False,27
1.0,16,-199.2937142857124,0.09988169642857143,0.46431605102048934,0.7791283367346935,0.278509266442199,False,27
0.5,16,-263.53811428571544,0.43987834821428573,0.10838551586743961,0.2801351014030473,0.6630993545573126,False,27
0.1,16,-269.8015999999986,0.49803069196428573,0.029159714279103348,0.019787275988463193,0.6666254741678925,False,27
3.5,16,-105.84205714285949,0.04546316964285714,0.06951329894210705,0.04285675792638486,0.31514181017154175,False,24
3.0,16,-115.636457142857,0.04605133928571428,0.08555261756802837,0.05299679591836737,0.3056286460396942,False,24
2.5,16,-126.92405714285913,0.048840401785714284,0.10037742399795661,0.0688196274234694,0.3236484783639386,False,24
2.0,16,-142.32108571428702,0.053115513392857146,0.13395844974170856,0.10307069160554844,0.31364355329765836,False,24
1.5,16,-162.04102857142925,0.06174162946428571,0.1931843791156464,0.18913584816113943,0.3048035317333866,False,24
1.0,16,-199.98079999999882,0.10499162946428571,0.5100771314285453,0.832786031170281,0.294365717922523,False,24
0.5,16,-262.6323428571343,0.37927845982142855,0.16280722673423043,7.736173487085466,0.6017272282318908,False,24
0.1,16,-269.80205714285535,0.49803404017857145,0.030248346951111664,0.020524131855808037,0.6666239644489003,False,24
3.5,16,-105.73091428571337,0.045286272321428574,0.07022457134423246,0.04262676728771865,0.318086723830003,False,25
3.0,16,-115.37422857143166,0.04624330357142857,0.08104994982851584,0.052938790816326534,0.30521324828342544,False,25
2.5,16,-127.28348571428968,0.04891629464285714,0.09843322954897872,0.06962197181122454,0.3051621211134461,False,25
2.0,16,-142.0922857142866,0.0528359375,0.1258208124202831,0.10364655915178572,0.30195117715698916,False,25
1.5,16,-161.95948571428318,0.06250111607142857,0.19087861858844235,0.18885565454931985,0.31592693876325506,False,25
1.0,16,-199.44194285714397,0.10272823660714285,0.4826393781122249,0.7546984278539544,0.317905653477059,False,25
0.5,16,-263.4953714285685,0.44027734375,0.11273216525523821,0.2767682511160672,0.6631485161082147,False,25
0.1,16,-269.80102857142674,0.49803292410714284,0.02982101531188163,0.01984325175385493,0.6666253528586394,False,25
3.5,16,-106.55634285714797,0.04514564732142857,0.06843942139108683,0.042089130808126846,0.31892310937710133,False,30
3.0,16,-116.32719999999935,0.04680524553571429,0.08028591400793614,0.0545075833067602,0.3078052410431149,False,30
2.5,16,-127.56765714286028,0.04920535714285714,0.10140400335510436,0.07170149948979594,0.3088324006458032,False,30
2.0,16,-141.66228571428624,0.0535703125,0.13467817570153784,0.1027051975446428,0.31351544814946997,False,30
1.5,16,-162.01685714285688,0.061943638392857145,0.19094430824830827,0.1870740322597788,0.3004689259302995,False,30
1.0,16,-199.149657142857,0.10065345982142856,0.4969635821300926,0.7419396810427301,0.30628496864771804,False,30
0.5,16,-263.4995999999999,0.4396439732142857,0.10872428321408734,0.2934233156887842,0.6629514292981873,False,30
0.1,16,-269.80188571428425,0.4980435267857143,0.02923075381886519,0.019419614158167064,0.6666262384415602,False,30
3.5,16,-105.8659999999966,0.04590122767857143,0.06605295499271133,0.04257334126731047,0.32215699116388874,False,31
3.0,16,-115.66571428571535,0.046544642857142854,0.08343264951814039,0.05109336564625851,0.33046682213605705,False,31
2.5,16,-127.24748571428303,0.04917131696428571,0.1026437478346918,0.07061651068239794,0.2938454459803276,False,31
2.0,16,-141.99400000000577,0.05293080357142857,0.13455458537946896,0.10136280676020415,0.31495035120977144,False,31
1.5,16,-162.255657142856,0.06115345982142857,0.18689382836733634,0.18026904926658163,0.3172074839386373,False,31
1.0,16,-199.50714285714437,0.10521819196428571,0.5054531935587079,0.8685146204559948,0.26660110615276,False,31
0.5,16,-263.5294857142828,0.43973493303571426,0.11059159408205232,0.35152853555486274,0.6624385239105148,False,31
0.1,16,-269.80028571428414,0.49802455357142855,0.030589253827884015,0.02038934948984661,0.6666242327853216,False,31
3.5,16,-105.5461714285692,0.04506696428571429,0.06547923639733391,0.04258391946064138,0.309040686600373,False,32
3.0,16,-115.41874285714202,0.04652511160714286,0.08262036340136013,0.052231554820365636,0.3129766123194445,False,32
2.5,16,-127.34634285714547,0.04923046875,0.10258022914081494,0.07197940558035713,0.30548642127699965,False,32
2.0,16,-141.85268571428796,0.053147879464285716,0.12460898570153489,0.10394853790656888,0.310258267828147,False,32
